Threads,Peak Performance (Mega AutoCors Per Second),Average Performance (Mega AutoCors Per Second)
8,2476.644029,2211.085635
Shift,Sum
872,296111.781250
873,-9384.897461
874,-354903.000000
875,-135992.218750
876,-237903.078125
877,347439.562500
878,67215.687500
879,55424.000000
880,-277263.250000
881,-62589.777344
882,254376.046875
883,-320297.906250
884,492614.375000
885,32533.812500
886,-203646.656250
887,272300.781250
888,144453.968750
889,151572.984375
890,-94496.992188
891,-281997.312500
892,463064.500000
893,-102160.617188
894,149204.515625
895,-550079.875000
896,-486631.656250
897,274504.781250
898,-508687.593750
899,-44955.335938
900,604821.312500
901,10590.829102
902,385335.031250
903,-334437.593750
904,527653.625000
905,-249202.812500
906,-312325.312500
907,18445.683594
908,-128962.781250
909,477260.687500
910,197053.343750
911,551425.187500
912,218792.671875
913,204158.109375
914,-281970.687500
915,242012.468750
916,279556.468750
917,-204317.734375
918,-261802.203125
919,249021.625000
920,-226098.609375
921,-127268.546875
922,-99269.851562
923,695775.312500
924,-157111.109375
925,407447.218750
926,320434.750000
927,454674.843750
928,-54590.511719
929,-224875.890625
930,335657.406250
931,99369.343750
932,392966.468750
933,525298.312500
934,-290835.125000
935,-9859.064453
936,-337813.312500
937,159285.968750
938,277539.718750
939,194934.281250
940,-296762.250000
941,-272756.562500
942,115851.664062
943,-10255.845703
944,-515484.812500
945,134508.046875
946,106097.093750
947,128087.000000
948,29289.580078
949,-138440.312500
950,-386269.593750
951,5348.625977
952,119843.648438
953,662948.812500
954,5641.024902
955,46258.832031
956,220241.484375
957,259349.515625
958,651918.375000
959,-162972.343750
960,508165.906250
961,278858.781250
962,-50001.816406
963,141144.156250
964,-295050.343750
965,-129936.046875
966,221853.515625
967,-184524.421875
968,-151079.734375
969,-37630.457031
970,393961.187500
971,256504.187500
972,339296.906250
973,357056.687500
974,-232993.375000
975,445143.343750
976,154948.531250
977,300846.531250
978,-412627.250000
979,332737.031250
980,21376.019531
981,428924.625000
982,-188072.531250
983,140187.703125
984,-290742.718750
985,-312750.656250
986,212468.875000
987,-33696.628906
988,-251953.921875
989,136785.937500
990,49572.312500
991,-549205.312500
992,-359400.000000
993,-569481.562500
994,142451.078125
995,110551.593750
996,-204622.390625
997,-111425.515625
998,24871.929688
999,106392.843750
1000,-14255.284180
1001,-26951.292969
1002,368163.031250
1003,104618.265625
1004,-397329.812500
1005,-501957.906250
1006,-330585.125000
1007,130719.601562
1008,311219.750000
1009,-10662.136719
1010,285594.781250
1011,-54179.949219
1012,-115689.156250
1013,377172.468750
1014,72599.125000
1015,-653471.750000
1016,-240780.968750
1017,31830.302734
1018,-141522.218750
1019,28602.912109
1020,-126850.031250
1021,-576125.250000
1022,-511655.718750
1023,392509.812500
1024,343727.062500
1025,-523803.687500
1026,116897.187500
1027,119993.531250
1028,-89.731133
1029,460186.593750
1030,-97411.679688
1031,-118907.328125
1032,-381542.718750
1033,241043.187500
1034,-117333.757812
1035,292086.937500
1036,-53925.367188
1037,-566830.375000
1038,-189258.156250
1039,-152974.703125
1040,-646642.250000
1041,-186362.218750
1042,-205767.546875
1043,44314.019531
1044,-70020.382812
1045,-119099.820312
1046,-460939.812500
1047,-422248.406250
1048,174456.750000
1049,-531281.500000
1050,295208.968750
1051,-165995.593750
1052,35827.750000
1053,102256.226562
1054,482712.562500
1055,535025.562500
1056,-288188.062500
1057,41936.656250
1058,323343.687500
1059,214974.281250
1060,262189.375000
1061,81341.828125
1062,-118959.929688
1063,91467.382812
1064,264094.000000
1065,262329.031250
1066,-91821.710938
1067,66519.140625
1068,-186759.093750
1069,-139747.375000
1070,61187.660156
1071,358173.562500
1072,-102352.078125
1073,-325672.343750
1074,168624.718750
1075,-363331.593750
1076,-277897.812500
1077,396611.312500
1078,549214.875000
1079,120858.226562
1080,-547878.187500
1081,377382.281250
1082,-504559.687500
1083,176835.390625
1084,342114.312500
1085,172970.046875
1086,577472.125000
1087,270838.906250
1088,-35647.164062
1089,1322.523804
1090,-87460.210938
1091,-279068.125000
1092,-177947.781250
1093,-114366.031250
1094,-5555.585449
1095,259352.375000
1096,87040.085938
1097,3110.078125
1098,33480.820312
1099,-125130.515625
1100,209333.984375
1101,361338.000000
1102,-390704.937500
1103,405802.625000
1104,-24198.765625
1105,90011.757812
1106,202333.906250
1107,356769.218750
1108,168944.125000
1109,75480.515625
1110,95289.984375
1111,193965.875000
1112,7644.556152
1113,-212572.156250
1114,-40962.855469
1115,-80346.062500
1116,131612.890625
1117,-447824.031250
1118,-9603.678711
1119,-3417.589600
1120,124952.445312
1121,168885.734375
1122,-83187.609375
1123,-80078.992188
1124,-141911.687500
1125,265297.625000
1126,-434595.687500
1127,28116.236328
1128,499574.000000
1129,160487.546875
1130,-168426.593750
1131,212686.937500
1132,214768.500000
1133,-109829.492188
1134,-460071.687500
1135,54398.984375
1136,136691.625000
1137,220701.203125
1138,-44300.753906
1139,-116812.406250
1140,90752.007812
1141,275592.156250
1142,-152764.078125
1143,-314540.750000
1144,293496.250000
1145,24770.253906
1146,-347662.656250
1147,447741.937500
1148,116903.843750
1149,-536005.937500
1150,-521279.625000
1151,70120.664062
1152,-203969.546875
1153,65207.355469
1154,92319.070312
1155,135883.390625
1156,-417709.000000
1157,359182.281250
1158,-107656.218750
1159,218739.406250
1160,296094.500000
1161,71248.156250
1162,222038.296875
1163,189781.593750
1164,-473661.250000
1165,30941.390625
1166,-233284.375000
1167,3654.264404
1168,-281450.312500
1169,-47743.664062
1170,-491318.187500
1171,-182532.125000
1172,-270169.875000
1173,514264.750000
1174,133792.781250
1175,490158.562500
1176,-508052.875000
1177,142276.109375
1178,489067.718750
1179,-5346.908691
1180,-304386.312500
1181,-85598.000000
1182,-93433.507812
1183,281727.812500
1184,-37741.886719
1185,-61356.726562
1186,216861.375000
1187,398341.781250
1188,200269.937500
1189,-34744.613281
1190,-242630.921875
1191,-187191.796875
1192,333029.718750
1193,-142411.390625
1194,174645.562500
1195,349077.937500
1196,-88285.687500
1197,-174905.390625
1198,-517176.093750
1199,-234424.734375
1200,48021.656250
1201,538737.750000
1202,-311386.250000
1203,-88911.773438
1204,36672.796875
1205,-378352.187500
1206,61502.878906
1207,-51993.117188
1208,100745.875000
1209,-77978.445312
1210,-167950.203125
1211,117606.265625
1212,307188.750000
1213,-395753.218750
1214,207061.500000
1215,-216132.078125
1216,-324849.312500
1217,62024.867188
1218,148691.734375
1219,-557366.562500
1220,-250957.484375
1221,264418.593750
1222,-139566.171875
1223,444138.875000
1224,-490358.781250
1225,242182.375000
1226,57920.515625
1227,-23562.382812
1228,-157125.046875
1229,-415796.937500
1230,-38399.859375
1231,-535852.375000
1232,-90251.171875
1233,-52928.625000
1234,12965.672852
1235,-105057.570312
1236,-21061.162109
1237,-215323.671875
1238,27705.763672
1239,35140.281250
1240,56230.503906
1241,469956.406250
1242,-339880.468750
1243,-274105.031250
1244,-502591.250000
1245,-129282.695312
1246,7781.866211
1247,-281436.156250
1248,-25065.041016
1249,43317.328125
1250,-242465.375000
1251,4305.625000
1252,-473130.062500
1253,-173158.265625
1254,-346071.750000
1255,-191488.093750
1256,-633963.625000
1257,58839.816406
1258,-480742.062500
1259,-371836.250000
1260,-229270.593750
1261,-291623.531250
1262,-204757.437500
1263,-83751.968750
1264,-50815.062500
1265,77823.000000
1266,-4862.270020
1267,-456510.500000
1268,-132696.375000
1269,-121515.882812
1270,-175572.218750
1271,56189.484375
1272,-157487.718750
1273,214460.375000
1274,-5736.771973
1275,-297485.343750
1276,-36975.933594
1277,78250.953125
1278,203374.750000
1279,-110775.445312
1280,-63442.441406
1281,-515571.750000
1282,-514912.687500
1283,107892.960938
1284,65759.390625
1285,447515.281250
1286,507466.281250
1287,163318.984375
1288,47911.957031
1289,14543.348633
1290,-443945.968750
1291,454153.062500
1292,114890.875000
1293,478158.656250
1294,187823.593750
1295,-108493.617188
1296,199536.593750
1297,161172.875000
1298,403840.468750
1299,-202408.843750
1300,578921.562500
1301,-7392.516113
1302,-211756.718750
1303,-43202.843750
1304,-28879.519531
1305,211232.421875
1306,91483.703125
1307,201747.515625
1308,-193764.156250
1309,-482769.343750
1310,-402935.375000
1311,33830.195312
1312,462211.687500
1313,544556.000000
1314,-233093.296875
1315,-230286.968750
1316,-7468.625977
1317,598340.187500
1318,457663.125000
1319,-263292.125000
1320,375673.843750
1321,124620.742188
1322,350595.718750
1323,316188.343750
1324,-49339.988281
1325,197454.765625
1326,306473.906250
1327,-497409.156250
1328,-59203.425781
1329,93158.078125
1330,-2820.892822
1331,320689.531250
1332,-320185.437500
1333,253220.468750
1334,-437827.093750
1335,245903.406250
1336,-441289.093750
1337,135178.828125
1338,-131974.562500
1339,23307.638672
1340,362227.343750
1341,69502.226562
1342,382878.781250
1343,-120573.414062
1344,-117049.109375
1345,107412.796875
1346,322590.968750
1347,265299.750000
1348,454176.781250
1349,10204.925781
1350,147122.875000
1351,66570.968750
1352,-170230.859375
1353,-240415.734375
1354,213130.609375
1355,319870.250000
1356,-409801.031250
1357,-220488.234375
1358,626943.125000
1359,14426.325195
1360,414131.312500
1361,333581.500000
1362,141024.359375
1363,110421.195312
1364,-15257.174805
1365,87164.960938
1366,140751.109375
1367,179676.640625
1368,-319744.781250
1369,-354706.750000
1370,525338.062500
1371,-17499.759766
1372,350389.031250
1373,-268576.250000
1374,42500.800781
1375,-184327.781250
1376,-220605.250000
1377,-335905.187500
1378,-394970.750000
1379,241001.390625
1380,16330.167969
1381,-181990.140625
1382,212369.765625
1383,57944.351562
1384,439002.343750
1385,228748.609375
1386,27951.369141
1387,279390.687500
1388,123761.023438
1389,149935.765625
1390,-312784.250000
1391,-376351.218750
1392,320434.312500
1393,101829.359375
1394,309001.406250
1395,139454.359375
1396,440128.875000
1397,282208.437500
1398,-100033.664062
1399,-328390.937500
1400,-425981.468750
1401,-198891.093750
1402,70530.484375
1403,248423.250000
1404,-120659.078125
1405,418303.031250
1406,118544.000000
1407,-393677.125000
1408,521546.562500
1409,130214.117188
1410,60652.453125
1411,-239628.671875
1412,-69538.398438
1413,464108.406250
1414,103403.210938
1415,34912.968750
1416,-153782.078125
1417,349001.437500
1418,127271.023438
1419,103325.382812
1420,-6379.217285
1421,364368.687500
1422,45244.734375
1423,-259475.953125
1424,-314241.343750
1425,-11108.414062
1426,1496.082764
1427,147268.281250
1428,-15987.258789
1429,-264313.468750
1430,-70884.437500
1431,38360.277344
1432,-300877.250000
1433,-259969.265625
1434,-178348.484375
1435,-220696.640625
1436,-291324.937500
1437,221641.250000
1438,229660.937500
1439,-223597.218750
1440,-167915.296875
1441,-212327.296875
1442,194462.078125
1443,201467.156250
1444,181796.203125
1445,-107489.062500
1446,-106375.656250
1447,-353184.593750
1448,217940.609375
1449,-430547.062500
1450,221372.703125
1451,365536.656250
1452,323022.656250
1453,102312.093750
1454,-374473.125000
1455,-105006.023438
1456,-127639.335938
1457,-5958.491699
1458,76651.914062
1459,-111899.304688
1460,265758.218750
1461,-58054.242188
1462,-12149.898438
1463,-43271.816406
1464,3007.042725
1465,-104807.281250
1466,-192087.781250
1467,-564679.937500
1468,-5981.718750
1469,-158301.218750
1470,-46250.929688
1471,100226.218750
1472,88532.640625
1473,-402079.843750
1474,-115327.179688
1475,325987.250000
1476,68017.585938
1477,-86070.484375
1478,321676.750000
1479,-137187.453125
1480,438561.812500
1481,-46845.148438
1482,-75677.382812
1483,-365814.375000
1484,267280.437500
1485,-290304.375000
1486,-294546.312500
1487,201746.718750
1488,-388717.250000
1489,297.533173
1490,3618.012451
1491,392149.687500
1492,-414625.531250
1493,-260023.843750
1494,-177557.843750
1495,32125.542969
1496,-320963.218750
1497,32620.646484
1498,-9479.851562
1499,98142.179688
1500,193447.640625
1501,528370.312500
1502,-486166.031250
1503,-237393.140625
1504,300861.250000
1505,437340.156250
1506,231857.234375
1507,152330.406250
1508,190087.718750
1509,-285900.812500
1510,131920.296875
1511,287186.437500
1512,-163.753983
1513,241123.640625
1514,219364.921875
1515,-259926.218750
1516,-440844.593750
1517,165731.062500
1518,127234.718750
1519,-541227.250000
1520,195552.250000
1521,-80004.359375
1522,-121942.367188
1523,39699.246094
1524,121802.968750
1525,580714.062500
1526,-241416.593750
1527,-457088.437500
1528,-163191.921875
1529,-162606.390625
1530,-354493.156250
1531,-60688.312500
1532,296668.812500
1533,-350310.718750
1534,417123.250000
1535,413693.375000
1536,91104.187500
1537,-135592.468750
1538,-321512.968750
1539,310667.968750
1540,378179.875000
1541,339168.968750
1542,-46464.472656
1543,-179898.796875
1544,-293437.593750
1545,454648.812500
1546,26887.214844
1547,-170616.531250
1548,-133846.125000
1549,-251336.796875
1550,43533.070312
1551,304147.718750
1552,274568.718750
1553,220529.953125
1554,469967.562500
1555,-276881.312500
1556,102265.039062
1557,-53621.980469
1558,122379.554688
1559,320691.843750
