Peak Performance (Mega AutoCors Per Second)
42119.086257
Shift,Sum
565,-48924.058594
566,-50081.335938
567,-45001.093750
568,-37528.527344
569,-32380.199219
570,-36601.187500
571,-22559.148438
572,-28246.365234
573,-36189.234375
574,-48147.386719
575,-34955.867188
576,-26406.880859
577,-22010.179688
578,-25585.533203
579,-16349.264648
580,-13369.648438
581,-17854.689453
582,-16666.867188
583,-22238.394531
584,-26092.250000
585,-14812.701172
586,-22360.138672
587,-5981.156738
588,4762.873535
589,-2660.235840
590,-3637.380859
591,-718.174438
592,-4800.278320
593,-4332.587402
594,1641.882935
595,-3164.248779
596,4219.105469
597,7283.181152
598,11095.003906
599,3229.165039
600,10902.051758
601,18392.146484
602,18494.023438
603,25505.521484
604,9309.525391
605,20348.888672
606,31964.349609
607,22353.591797
608,21782.320312
609,35061.878906
610,36656.925781
611,21199.865234
612,36551.351562
613,24853.619141
614,34507.937500
615,38643.406250
616,37465.078125
617,39432.343750
618,31536.044922
619,49390.792969
620,46837.667969
621,44881.308594
622,46470.050781
623,45358.097656
624,42648.238281
625,47890.566406
626,57832.191406
627,53916.183594
628,46617.820312
629,49860.851562
630,45819.195312
631,54592.875000
632,53251.757812
633,51658.839844
634,47169.273438
635,54070.453125
636,48138.417969
637,54897.097656
638,57979.503906
639,60115.585938
640,61786.707031
641,55908.816406
642,67187.546875
643,58973.636719
644,64767.316406
645,59371.972656
646,59019.937500
647,53343.175781
648,52061.000000
649,66781.484375
650,71339.101562
651,57732.613281
652,58941.234375
653,50362.644531
654,60505.718750
655,63438.105469
656,63410.578125
657,55345.074219
658,53361.031250
659,48984.218750
660,40357.101562
661,51916.191406
662,59766.414062
663,59285.566406
664,51021.355469
665,49501.808594
666,59742.417969
667,65644.914062
668,39486.824219
669,47702.148438
670,42687.406250
671,44661.683594
672,45955.757812
673,44657.945312
674,41356.957031
675,40164.664062
676,46898.269531
677,36002.523438
678,34226.113281
679,37435.105469
680,37248.488281
681,31770.144531
682,25034.708984
683,19278.796875
684,21607.667969
685,24189.185547
686,16366.271484
687,12740.175781
688,27159.957031
689,17518.931641
690,21163.185547
691,25445.126953
692,9966.792969
693,4502.790527
694,9331.097656
695,6229.388184
696,11823.107422
697,-477.208252
698,10195.902344
699,4938.595215
700,2339.210693
701,-363.521423
702,-4099.276855
703,-6350.548828
704,-1334.280640
705,-8821.118164
706,3049.771973
707,-6355.369141
708,-8493.034180
709,-10177.798828
710,-23256.560547
711,-16092.322266
712,-19659.277344
713,-22142.216797
714,-18699.601562
715,-25782.351562
716,-30862.970703
717,-30390.841797
718,-27463.375000
719,-33891.269531
720,-41141.398438
721,-32353.226562
722,-37627.218750
723,-38233.847656
724,-26819.707031
725,-39852.660156
726,-40523.164062
727,-32881.300781
728,-45631.566406
729,-44370.621094
730,-45270.914062
731,-48497.765625
732,-38872.449219
733,-49270.121094
734,-37716.351562
735,-68269.351562
736,-43182.574219
737,-44666.679688
738,-51717.390625
739,-56136.468750
740,-60141.472656
741,-52638.351562
742,-65721.835938
743,-48693.636719
744,-67629.390625
745,-52894.117188
746,-51948.558594
747,-63581.726562
748,-53608.933594
749,-51722.210938
750,-52902.609375
751,-67107.140625
752,-66894.453125
753,-64760.210938
754,-54385.457031
755,-58742.429688
756,-49912.972656
757,-52153.902344
758,-53780.289062
759,-61736.402344
760,-52511.703125
761,-66686.101562
762,-61077.945312
763,-59331.703125
764,-49186.734375
765,-49581.945312
766,-55726.046875
767,-63888.281250
768,-52860.109375
769,-45843.562500
770,-57805.328125
771,-53408.378906
772,-57829.000000
773,-50650.062500
774,-45063.480469
775,-55313.351562
776,-35448.175781
777,-59506.347656
778,-45687.660156
779,-47933.433594
780,-43775.656250
781,-42583.496094
782,-50150.062500
783,-32714.859375
784,-37900.101562
785,-40531.722656
786,-29570.294922
787,-37634.097656
788,-42054.468750
789,-34485.402344
790,-26649.195312
791,-39319.320312
792,-33573.949219
793,-23448.453125
794,-10068.830078
795,-36640.515625
796,-22670.925781
797,-24394.289062
798,-8126.012695
799,-6364.053223
800,-15455.369141
801,-14760.188477
802,-15629.910156
803,-7253.256348
804,-20713.146484
805,-10995.313477
806,-13747.760742
807,-6990.038086
808,6088.518555
809,-4735.573242
810,2395.421875
811,7649.679199
812,9591.786133
813,-4156.451660
814,6052.816406
815,11396.732422
816,4648.583984
817,15703.910156
818,29753.878906
819,12926.214844
820,27458.412109
821,16806.861328
822,19313.248047
823,25365.099609
824,30966.578125
825,23682.953125
826,34812.105469
827,31505.716797
828,45041.664062
829,40370.281250
830,25343.595703
831,31597.324219
832,32798.175781
833,35463.726562
834,46398.953125
835,42850.437500
836,37452.785156
837,30016.175781
838,54399.628906
839,46301.535156
840,42000.789062
841,59828.675781
842,48326.761719
843,45852.519531
844,49268.167969
845,53768.773438
846,46627.906250
847,40504.589844
848,62115.871094
849,51326.324219
850,59564.187500
851,55941.601562
852,46592.199219
853,62111.277344
854,45888.902344
855,63127.679688
856,49206.632812
857,56581.175781
858,71617.828125
859,57958.699219
860,64195.382812
861,65521.511719
862,64715.140625
863,64051.515625
864,57138.976562
865,49765.113281
866,43163.722656
867,55307.566406
868,63187.468750
869,64081.085938
870,65040.316406
871,53421.804688
872,54552.062500
873,58789.242188
874,51848.121094
875,60008.710938
876,54788.730469
877,45572.144531
878,44271.996094
879,50179.265625
880,54760.359375
881,54748.242188
882,39036.324219
883,50072.097656
884,46204.082031
885,45972.699219
886,42828.761719
887,43851.156250
888,36619.972656
889,34891.710938
890,36935.066406
891,31014.232422
892,47791.679688
893,41398.777344
894,31536.976562
895,23830.445312
896,33195.800781
897,35239.136719
898,37689.953125
899,27480.671875
900,16490.587891
901,27635.126953
902,26763.662109
903,10693.969727
904,23231.460938
905,27755.132812
906,14778.909180
907,14841.445312
908,13613.709961
909,11839.283203
910,15802.237305
911,13242.583984
912,6077.115234
913,8156.989746
914,-5012.103027
915,-9053.806641
916,959.248718
917,3154.668701
918,-9425.718750
919,-6959.926270
920,-9120.253906
921,-3046.623779
922,-12411.675781
923,-10546.912109
924,-15190.609375
925,-7170.779785
926,-13552.706055
927,-1570.103027
928,-5425.227051
929,-17075.044922
930,-19962.531250
931,-23870.376953
932,-27878.314453
933,-25341.578125
934,-32559.585938
935,-39029.726562
936,-35290.742188
937,-25899.669922
938,-33179.523438
939,-38431.980469
940,-41108.515625
941,-30869.091797
942,-47701.292969
943,-36476.640625
944,-43836.320312
945,-42811.105469
946,-46639.152344
947,-47594.105469
948,-49373.839844
949,-54860.820312
950,-50640.964844
951,-43816.492188
952,-42401.480469
953,-55503.699219
954,-53028.367188
955,-54035.972656
956,-61962.363281
957,-53662.320312
958,-46213.531250
959,-57434.535156
960,-54601.468750
961,-54147.554688
962,-59506.562500
963,-45025.875000
964,-47918.453125
965,-65039.636719
966,-57398.769531
967,-62597.500000
968,-59634.250000
969,-67456.906250
970,-50483.296875
971,-55851.871094
972,-58278.105469
973,-63788.679688
974,-47807.882812
975,-62559.167969
976,-55801.523438
977,-53464.554688
978,-51106.539062
979,-54023.218750
980,-52042.058594
981,-58127.460938
982,-45496.578125
983,-50567.667969
984,-52787.378906
985,-63324.804688
986,-47117.988281
987,-51724.753906
988,-53659.808594
989,-52004.214844
990,-58259.695312
991,-39205.875000
992,-47370.628906
993,-46372.882812
994,-46667.671875
995,-42840.132812
996,-35169.718750
997,-50461.554688
998,-45269.320312
999,-41098.996094
1000,-31626.707031
1001,-27937.152344
1002,-22528.324219
1003,-26158.937500
1004,-37447.742188
1005,-23754.748047
1006,-37891.558594
1007,-30539.435547
1008,-24079.988281
1009,-24754.318359
1010,-30367.736328
1011,-24353.275391
1012,-20638.492188
1013,-11553.096680
1014,-21795.882812
1015,-15647.375977
1016,-26098.166016
1017,-8485.784180
1018,-20249.281250
1019,-20561.748047
1020,649.655273
1021,-7129.505859
1022,-1002.216614
1023,-1786.865479
1024,2199.793945
1025,-7907.703613
1026,11686.056641
1027,3966.021484
1028,11710.253906
1029,10171.059570
1030,19270.505859
1031,15473.968750
1032,12098.240234
1033,6365.853516
1034,26225.439453
1035,15784.383789
1036,22113.236328
1037,23139.638672
1038,15922.916016
1039,26310.876953
1040,28217.361328
1041,26028.947266
1042,30220.027344
1043,36775.035156
1044,35847.195312
1045,39208.695312
1046,28407.953125
1047,31372.609375
1048,29914.095703
1049,37383.621094
1050,32672.367188
1051,36889.304688
1052,40416.792969
1053,44243.324219
1054,52689.914062
1055,47315.625000
1056,65138.707031
1057,47835.035156
1058,47696.871094
1059,52732.214844
1060,52421.707031
1061,43321.640625
1062,57375.472656
1063,72457.390625
1064,50721.292969
1065,61737.945312
1066,64520.906250
1067,57997.347656
1068,62994.390625
1069,66742.367188
1070,52992.726562
1071,61221.488281
1072,46778.105469
1073,54202.589844
1074,49975.464844
1075,57512.742188
1076,46258.117188
1077,55739.152344
1078,70353.414062
1079,56945.320312
1080,52254.296875
1081,65353.953125
1082,62467.703125
1083,46714.890625
1084,62861.031250
1085,66446.390625
1086,41255.152344
1087,51238.882812
1088,50556.113281
1089,62941.761719
1090,57409.636719
1091,52626.996094
1092,52467.796875
1093,47548.156250
1094,56391.003906
1095,39753.109375
1096,52624.347656
1097,48670.398438
1098,53473.492188
1099,43338.003906
1100,36602.343750
1101,50293.644531
1102,54396.468750
1103,41660.726562
1104,46598.394531
1105,44780.816406
1106,32880.875000
1107,35890.687500
1108,45049.589844
1109,40738.812500
1110,34653.917969
1111,31068.759766
1112,32227.964844
1113,29314.861328
1114,25900.273438
1115,37648.746094
1116,24107.080078
1117,38902.578125
1118,23827.923828
1119,22803.646484
1120,13841.375000
1121,24998.140625
1122,20057.248047
1123,8742.248047
1124,20001.853516
1125,3088.812988
1126,14437.086914
1127,9433.251953
1128,16125.910156
1129,9389.473633
1130,1025.370483
1131,19963.236328
1132,-10403.615234
1133,-1668.039551
1134,-14315.758789
1135,-993.059875
1136,-6211.282227
1137,-11353.752930
1138,-9557.969727
1139,-2424.294189
1140,-8559.365234
1141,-27258.792969
1142,-12482.578125
1143,-22505.597656
1144,-25743.623047
1145,-22427.156250
1146,-26127.751953
1147,-22922.177734
1148,-22721.646484
1149,-26338.416016
1150,-23739.218750
1151,-31482.871094
1152,-36155.722656
1153,-39347.636719
1154,-25019.509766
1155,-42418.960938
1156,-19149.843750
1157,-35769.445312
1158,-48331.277344
1159,-42815.191406
1160,-41828.000000
1161,-52318.210938
1162,-43447.109375
1163,-30800.697266
1164,-63304.542969
1165,-52637.367188
1166,-46460.503906
1167,-56326.929688
1168,-52345.578125
1169,-60526.132812
1170,-57034.351562
1171,-50772.511719
1172,-55158.957031
1173,-58009.406250
1174,-51720.625000
1175,-53925.195312
1176,-63280.433594
1177,-60935.167969
1178,-52066.863281
1179,-65983.171875
1180,-57582.156250
1181,-55116.386719
1182,-52135.464844
1183,-51932.800781
1184,-56751.570312
1185,-67258.679688
1186,-57146.925781
1187,-56263.937500
1188,-54072.976562
1189,-52444.589844
1190,-46957.734375
1191,-62969.832031
1192,-57989.597656
1193,-50636.546875
1194,-62980.898438
1195,-58001.292969
1196,-56820.628906
1197,-41834.152344
1198,-57653.394531
1199,-47929.136719
1200,-65711.312500
1201,-50249.035156
1202,-55076.410156
1203,-48597.832031
1204,-46250.738281
1205,-55837.000000
1206,-39119.480469
1207,-49045.207031
1208,-49696.460938
1209,-48479.835938
1210,-38811.179688
1211,-46602.210938
1212,-50399.054688
1213,-34232.792969
1214,-44987.156250
1215,-28980.451172
1216,-39041.250000
1217,-37614.710938
1218,-43375.945312
1219,-37866.128906
1220,-33652.078125
1221,-31548.863281
1222,-18293.746094
1223,-35047.734375
1224,-29852.589844
1225,-23303.929688
1226,-23036.117188
1227,-24871.738281
1228,-12583.949219
1229,-15600.641602
1230,-16114.123047
1231,-8811.912109
1232,-7980.784180
1233,-2453.004395
1234,-13583.116211
1235,-18200.812500
1236,-10900.644531
1237,-7196.611328
1238,-9330.849609
1239,-586.155579
1240,13622.196289
1241,7158.381836
1242,-3925.372314
1243,230.567398
1244,11993.281250
1245,9687.746094
1246,4832.012207
1247,19777.652344
1248,174.518539
1249,10867.076172
1250,15155.518555
1251,27576.501953
1252,33260.683594
1253,16943.001953
1254,27902.476562
1255,14673.657227
1256,32376.521484
1257,33602.867188
1258,15815.898438
1259,34587.839844
1260,33592.582031
1261,40071.437500
1262,27953.226562
1263,41780.183594
1264,34402.281250
1265,43735.988281
1266,38402.800781
1267,46929.386719
1268,41672.265625
1269,57441.828125
1270,42388.648438
1271,39474.148438
1272,49329.054688
1273,41402.593750
1274,46706.371094
1275,50269.074219
1276,55781.347656
1277,51702.378906
1278,65059.445312
1279,58677.742188
1280,54881.148438
1281,50475.296875
1282,49167.972656
1283,54139.527344
1284,50027.828125
1285,50269.875000
1286,56466.437500
1287,60401.640625
1288,59054.671875
1289,63380.058594
1290,61789.570312
1291,58872.585938
1292,48355.750000
1293,58621.515625
1294,51146.675781
1295,46865.183594
1296,60239.085938
1297,41867.347656
1298,60346.406250
1299,54884.500000
1300,60074.843750
1301,58486.914062
1302,60611.085938
1303,59059.562500
1304,57321.613281
1305,49318.847656
1306,51825.945312
1307,61793.796875
1308,57956.425781
1309,51481.589844
1310,40853.855469
1311,49562.675781
1312,46281.308594
1313,49962.734375
1314,48781.859375
1315,43721.527344
1316,45959.925781
1317,47376.980469
1318,42061.765625
1319,45131.386719
1320,36443.402344
1321,38420.980469
1322,32668.761719
1323,43161.843750
1324,35549.750000
1325,32264.326172
1326,29844.644531
1327,48642.679688
1328,39124.726562
1329,28589.013672
1330,36510.433594
1331,17510.771484
1332,29208.187500
1333,24770.638672
1334,23004.644531
1335,20403.695312
1336,25441.695312
1337,24395.119141
1338,23055.755859
1339,16424.882812
1340,18734.054688
1341,2311.473145
1342,14803.043945
1343,5286.560059
1344,6188.993164
1345,10066.881836
1346,4009.480713
1347,7353.741211
1348,4816.176758
1349,-8805.064453
1350,1599.287598
1351,-292.518158
1352,7743.814453
1353,-3117.184814
1354,-9091.338867
1355,631.053833
1356,-28942.115234
1357,-14654.416992
1358,-17436.548828
1359,-25232.673828
1360,-21459.333984
1361,-12534.272461
1362,-23183.474609
1363,-27566.529297
1364,-25418.453125
1365,-28535.242188
1366,-22473.312500
1367,-24846.179688
1368,-41475.863281
1369,-30879.251953
1370,-31856.583984
1371,-34543.605469
1372,-38008.890625
1373,-35866.386719
1374,-38128.820312
1375,-39457.199219
1376,-50825.195312
1377,-42232.957031
1378,-44922.179688
1379,-47428.687500
1380,-43322.484375
1381,-38431.601562
1382,-56722.386719
1383,-57427.468750
1384,-61161.695312
1385,-58370.093750
1386,-55628.464844
1387,-49352.589844
1388,-56837.824219
1389,-57537.847656
1390,-59097.117188
1391,-56127.167969
1392,-53868.671875
1393,-49593.941406
1394,-59729.996094
1395,-59168.128906
1396,-43648.195312
1397,-63580.179688
1398,-57097.265625
1399,-58315.386719
1400,-44138.476562
1401,-61559.421875
1402,-58935.058594
1403,-68194.203125
1404,-50846.476562
1405,-61865.750000
1406,-61725.015625
1407,-66572.750000
1408,-54329.335938
1409,-46448.238281
1410,-45868.605469
1411,-55754.957031
1412,-57083.175781
1413,-55393.734375
1414,-54577.652344
1415,-56532.734375
1416,-61023.992188
1417,-54800.425781
1418,-57913.843750
1419,-51051.140625
1420,-48988.257812
1421,-40415.410156
1422,-40956.136719
1423,-53313.910156
1424,-40234.476562
1425,-55683.816406
1426,-53567.402344
1427,-47094.113281
1428,-39258.289062
1429,-35209.597656
1430,-36469.300781
1431,-36040.156250
1432,-40306.402344
1433,-36108.859375
1434,-41999.859375
1435,-33217.757812
1436,-31083.390625
1437,-32700.484375
1438,-25664.273438
1439,-22353.212891
1440,-30583.333984
1441,-25176.462891
1442,-24155.214844
1443,-20099.328125
1444,-20103.482422
1445,-17350.138672
1446,-12308.111328
1447,-14933.999023
1448,-11492.404297
1449,-6751.875488
1450,4722.578613
1451,-4178.887207
1452,-10310.821289
1453,3000.175781
1454,-12951.466797
1455,-1106.879272
1456,2479.233398
1457,2561.440186
1458,6183.049805
1459,-460.737823
1460,9122.202148
1461,23233.199219
1462,12105.558594
1463,16052.708984
1464,7595.452148
1465,12859.085938
1466,14730.009766
1467,14798.927734
1468,15978.214844
1469,39011.328125
1470,23234.388672
1471,15008.334961
1472,25274.359375
1473,25648.550781
1474,25610.199219
1475,33624.382812
1476,25408.691406
1477,28646.513672
1478,33902.144531
1479,37837.164062
1480,41971.046875
1481,44271.953125
1482,38055.808594
1483,38643.078125
1484,41454.292969
1485,35818.160156
1486,39442.062500
1487,42454.246094
1488,45567.871094
1489,39628.230469
1490,51799.179688
1491,39479.578125
1492,53745.207031
1493,52987.355469
1494,57119.109375
1495,46547.671875
1496,47767.910156
1497,58841.847656
1498,52794.816406
1499,59465.250000
1500,68242.750000
1501,58360.468750
1502,48739.906250
1503,60541.628906
1504,57990.085938
1505,52547.773438
1506,51588.750000
1507,60230.105469
1508,64555.105469
1509,66442.953125
1510,60797.511719
1511,58736.738281
1512,48345.078125
1513,56594.109375
1514,53517.496094
1515,56362.906250
1516,59645.996094
1517,50031.449219
1518,60045.546875
1519,61852.582031
1520,52648.488281
1521,55034.125000
1522,41610.566406
1523,60348.328125
1524,53954.027344
1525,43510.871094
1526,50946.191406
1527,48319.246094
1528,44281.707031
1529,54043.652344
1530,50620.074219
1531,61238.039062
1532,40031.558594
1533,46937.812500
1534,55602.316406
1535,38406.992188
1536,34729.808594
1537,30909.619141
1538,34108.769531
1539,36986.246094
1540,35014.820312
1541,44842.246094
1542,32197.414062
1543,25606.845703
1544,27768.968750
1545,26263.947266
1546,34425.406250
1547,34889.093750
1548,31345.804688
1549,29226.351562
1550,26489.714844
1551,19977.746094
1552,34974.386719
1553,14693.960938
1554,20933.388672
1555,4666.034668
1556,12785.683594
1557,14879.581055
1558,9957.031250
1559,9974.853516
1560,9270.407227
1561,1860.740356
1562,6534.002441
1563,8565.049805
1564,-1732.209106
1565,1857.748291
1566,-328.216156
1567,4100.461914
1568,-8504.813477
1569,-8087.859863
1570,-11795.306641
1571,-5745.023926
